Time (s),Position (rev),Velocity (rev/s)
1.5974044799804688e-05,-0.019287534058094025,0.00030517578125
0.05160808563232422,-0.019281787797808647,0.0003662109375
0.10359621047973633,-0.019276032224297523,0.0003662109375
0.1554877758026123,-0.019287873059511185,0.00030517578125
0.20734906196594238,-0.019287751987576485,0.0001220703125
0.2592918872833252,-0.019287699833512306,0.0001220703125
0.310774564743042,-0.019287677481770515,0.0001220703125
0.3626890182495117,-0.01928756572306156,0.0001220703125
0.4147520065307617,-0.01927730068564415,0.0003662109375
0.4666900634765625,-0.019265489652752876,0.00030517578125
0.5189681053161621,-0.019287770614027977,0.00030517578125
0.5707781314849854,-0.019274156540632248,0.0003662109375
0.6222100257873535,-0.019287394359707832,0.00030517578125
0.6743202209472656,-0.01928824558854103,0.00030517578125
0.7261152267456055,-0.019288111478090286,0.00030517578125
0.7778174877166748,-0.01928793638944626,0.00030517578125
0.830580472946167,-0.019287412986159325,0.00030517578125
0.8826906681060791,-0.01928716152906418,0.00030517578125
0.9343557357788086,-0.01928813010454178,0.00030517578125
0.9868903160095215,-0.01928776130080223,0.00030517578125
1.0389506816864014,-0.019287435337901115,0.00030517578125
1.090712547302246,-0.019280247390270233,0.0003662109375
1.1420667171478271,-0.019287845119833946,0.00030517578125
1.1935694217681885,-0.01928778737783432,0.00030517578125
1.2446739673614502,-0.019287845119833946,0.00030517578125
1.2968411445617676,-0.019287360832095146,0.00030517578125
1.3495104312896729,-0.01928122155368328,0.0003662109375
1.4013733863830566,-0.01928046904504299,0.0003662109375
1.4534327983856201,-0.01928752101957798,0.00030517578125
1.5063629150390625,-0.019288217648863792,0.00030517578125
1.558281660079956,-0.019287966191768646,0.00030517578125
1.610884189605713,-0.019287636503577232,0.00030517578125
1.662799596786499,-0.019287345930933952,0.00030517578125
1.7153797149658203,-0.019288327544927597,0.0001220703125
1.7673535346984863,-0.019288230687379837,0.0001220703125
1.819444179534912,-0.019287902861833572,0.00030517578125
1.8715412616729736,-0.019287224858999252,0.00030517578125
1.9236929416656494,-0.01928815431892872,0.00030517578125
1.9763908386230469,-0.019287824630737305,0.00030517578125
2.0289387702941895,-0.019287224858999252,0.00030517578125
