Time (s),Position (revoluciones),Velocity (rev/s)
1.13144850730896,0.3388761579990387,-0.29913330078125
1.2389400005340576,0.33730465173721313,0.0057373046875
1.346095323562622,0.33730438351631165,6.103515625e-05
1.4543113708496094,0.33730438351631165,6.103515625e-05
1.5536465644836426,0.33730438351631165,6.103515625e-05
1.6543872356414795,0.33730438351631165,6.103515625e-05
1.7537312507629395,0.33730438351631165,6.103515625e-05
1.8538315296173096,0.33730438351631165,6.103515625e-05
1.9542007446289062,0.33730438351631165,6.103515625e-05
2.0539815425872803,0.33730438351631165,6.103515625e-05
2.153655529022217,0.33730438351631165,6.103515625e-05
2.2540979385375977,0.33730438351631165,6.103515625e-05
2.354010581970215,0.33730438351631165,6.103515625e-05
2.453613519668579,0.33730438351631165,6.103515625e-05
2.554269552230835,0.33730438351631165,6.103515625e-05
2.6538658142089844,0.33730438351631165,6.103515625e-05
2.7538418769836426,0.33730438351631165,6.103515625e-05
2.8537306785583496,0.33730438351631165,6.103515625e-05
2.954193353652954,0.33730438351631165,6.103515625e-05
3.054643154144287,0.33730438351631165,6.103515625e-05
3.15407395362854,0.33730438351631165,6.103515625e-05
3.253671169281006,0.33730438351631165,6.103515625e-05
3.3536860942840576,0.33730438351631165,6.103515625e-05
3.4541516304016113,0.33730438351631165,6.103515625e-05
3.553785562515259,0.33730438351631165,6.103515625e-05
3.6538782119750977,0.33730438351631165,6.103515625e-05
3.753532886505127,0.33730438351631165,6.103515625e-05
3.853729724884033,0.33730438351631165,6.103515625e-05
3.9545562267303467,0.33730438351631165,6.103515625e-05
4.054055690765381,0.33730438351631165,6.103515625e-05
4.153774261474609,0.33730438351631165,6.103515625e-05
4.2543957233428955,0.33730438351631165,6.103515625e-05
4.353782892227173,0.33730438351631165,6.103515625e-05
4.453857421875,0.33730438351631165,6.103515625e-05
4.554190635681152,0.33730438351631165,6.103515625e-05
4.6537346839904785,0.33730438351631165,6.103515625e-05
4.754351615905762,0.33730438351631165,6.103515625e-05
4.854109048843384,0.33730438351631165,6.103515625e-05
4.954356908798218,0.33730438351631165,6.103515625e-05
5.053738594055176,0.33730438351631165,6.103515625e-05
5.154136657714844,0.33730438351631165,6.103515625e-05
5.25442361831665,0.33730438351631165,6.103515625e-05
5.354346990585327,0.33730438351631165,6.103515625e-05
5.453935384750366,0.33730438351631165,6.103515625e-05
5.553607940673828,0.33730438351631165,6.103515625e-05
5.654256105422974,0.33730438351631165,6.103515625e-05
5.754433870315552,0.33730438351631165,6.103515625e-05
5.85413384437561,0.33730438351631165,6.103515625e-05
5.954303979873657,0.33730438351631165,6.103515625e-05
6.053452730178833,0.33730438351631165,6.103515625e-05
6.153909206390381,0.33730438351631165,6.103515625e-05
6.254154682159424,0.33730438351631165,6.103515625e-05
6.35407567024231,0.33730438351631165,6.103515625e-05
6.453733205795288,0.33730438351631165,6.103515625e-05
6.554107904434204,0.33730438351631165,6.103515625e-05
6.6536335945129395,0.33730438351631165,6.103515625e-05
6.7541587352752686,0.33730438351631165,6.103515625e-05
6.853903532028198,0.33730438351631165,6.103515625e-05
6.953617334365845,0.33730438351631165,6.103515625e-05
7.054308891296387,0.33730438351631165,6.103515625e-05
7.153698921203613,0.33730438351631165,6.103515625e-05
7.253668546676636,0.33730438351631165,6.103515625e-05
7.354540824890137,0.33730438351631165,6.103515625e-05
7.454413175582886,0.33730438351631165,6.103515625e-05
7.553998708724976,0.33730438351631165,6.103515625e-05
7.65408182144165,0.33730438351631165,6.103515625e-05
7.754160642623901,0.33730438351631165,6.103515625e-05
7.854395627975464,0.33730438351631165,6.103515625e-05
7.954389572143555,0.33730438351631165,6.103515625e-05
8.053825855255127,0.33730438351631165,6.103515625e-05
8.153933763504028,0.33730438351631165,6.103515625e-05
8.254587411880493,0.33730438351631165,6.103515625e-05
8.354286670684814,0.33730438351631165,6.103515625e-05
8.454010009765625,0.33730438351631165,6.103515625e-05
8.554576635360718,0.33730438351631165,6.103515625e-05
8.653943061828613,0.33730438351631165,6.103515625e-05
8.753947734832764,0.33730438351631165,6.103515625e-05
8.854269027709961,0.33730438351631165,6.103515625e-05
8.954073190689087,0.33730438351631165,6.103515625e-05
9.053836345672607,0.33730438351631165,6.103515625e-05
9.154114723205566,0.33730438351631165,6.103515625e-05
