Time (s),Position (rev),Velocity (rev/s)
4.5299530029296875e-06,-0.016014613211154938,-0.0003662109375
0.052216529846191406,-0.01601453498005867,-0.0003662109375
0.10493040084838867,-0.016014408320188522,-0.0003662109375
0.15738892555236816,-0.01601550355553627,-0.0003662109375
0.2098071575164795,-0.01601533219218254,-0.0003662109375
0.2625761032104492,-0.016015300527215004,-0.0003662109375
0.31484222412109375,-0.016015082597732544,-0.0003662109375
0.3673980236053467,-0.016015004366636276,-0.0003662109375
0.42010974884033203,-0.016014616936445236,-0.00030517578125
0.4726715087890625,-0.016015101224184036,-0.00030517578125
0.5253827571868896,-0.016015026718378067,-0.00030517578125
0.5777897834777832,-0.016015393659472466,-0.00030517578125
0.630133867263794,-0.016014425083994865,-0.00030517578125
0.6818289756774902,-0.01601456105709076,-0.00030517578125
0.7332062721252441,-0.016014736145734787,-0.00030517578125
0.785696268081665,-0.016015181317925453,-0.00030517578125
0.8381607532501221,-0.0160154327750206,-0.00030517578125
0.889725923538208,-0.016014464199543,-0.00030517578125
0.9421255588531494,-0.016014808788895607,-0.00030517578125
0.9944851398468018,-0.016015175729990005,-0.00030517578125
1.0470106601715088,-0.016014711931347847,-0.00030517578125
1.1004981994628906,0.22199642658233643,6.4122314453125
1.153700351715088,0.5236884355545044,4.9449462890625
1.206376075744629,0.6872912645339966,2.85272216796875
1.2590162754058838,0.7493454813957214,0.88372802734375
1.3115274906158447,0.7437492609024048,-0.0032958984375
1.3640210628509521,0.7439616918563843,0.003173828125
1.41672682762146,0.7440905570983887,0.00091552734375
1.4693756103515625,0.7439942955970764,-0.00103759765625
1.5216858386993408,0.7439948320388794,-0.00018310546875
1.5738229751586914,0.7439948320388794,-0.00018310546875
1.6261720657348633,0.7439948320388794,-0.00018310546875
1.678443431854248,0.7439948320388794,-0.00018310546875
1.7307252883911133,0.7439948320388794,-0.00018310546875
1.7834110260009766,0.7439948320388794,-0.00018310546875
1.8360328674316406,0.7439948320388794,-0.00018310546875
1.8886404037475586,0.7439948320388794,-0.00018310546875
1.9413731098175049,0.7439948320388794,-0.00018310546875
1.9940056800842285,0.7439948320388794,-0.00018310546875
2.0465340614318848,0.7439948320388794,-0.00018310546875
2.100121259689331,0.7439454197883606,-0.0003662109375
2.1527657508850098,0.7439459562301636,-0.000244140625
2.2053749561309814,0.7439249753952026,-0.000244140625
2.257833957672119,0.7439050078392029,-0.000244140625
2.310478687286377,0.7439355850219727,0.00201416015625
2.3630146980285645,0.7439712882041931,0.0029296875
2.415635108947754,0.7437034845352173,-0.0107421875
2.4683752059936523,0.7429930567741394,-0.02203369140625
2.52079701423645,0.743523895740509,0.13397216796875
2.573456048965454,0.6831994652748108,-1.6217041015625
2.6259171962738037,0.7637969851493835,-0.38958740234375
2.6785337924957275,0.755151093006134,2.42657470703125
2.7312774658203125,0.6625426411628723,-2.76983642578125
2.784029960632324,0.7869194746017456,1.11419677734375
2.8370361328125,0.7123594284057617,1.24334716796875
2.8896102905273438,0.6855112314224243,-2.8475341796875
2.9424068927764893,0.7931119203567505,2.4031982421875
2.9950075149536133,0.673596978187561,-0.612548828125
3.047489643096924,0.73103928565979,-1.58392333984375
3.1000585556030273,0.7746769189834595,2.8499755859375
3.1528093814849854,0.657488226890564,-2.198486328125
3.2051374912261963,0.773713231086731,0.28765869140625
3.257793664932251,0.7320005297660828,1.98455810546875
3.310450792312622,0.6748277544975281,-2.84222412109375
3.3629887104034424,0.794846773147583,1.88812255859375
3.415526866912842,0.6896740198135376,0.204345703125
3.468055009841919,0.7115063667297363,-2.29412841796875
3.520759105682373,0.7874484658241272,2.83465576171875
3.573437452316284,0.6605700254440308,-1.63653564453125
3.6257436275482178,0.7592672109603882,-0.4693603515625
3.67822003364563,0.7502862215042114,2.472900390625
3.730954170227051,0.6611762046813965,-2.81683349609375
3.783660411834717,0.7882511615753174,1.3250732421875
3.8363637924194336,0.7035724520683289,0.96063232421875
3.8889739513397217,0.6932138204574585,-2.6982421875
3.941296339035034,0.7918020486831665,2.6617431640625
3.993943691253662,0.6665530204772949,-1.093505859375
4.046475648880005,0.7440746426582336,-1.10693359375
4.098974227905273,0.7644417881965637,2.749755859375
4.151609420776367,0.6578341722488403,-2.52728271484375
